A,B
"Polygon ((100.41825681 38.57127358, 100.41822184 38.57116246, 100.41820621 38.57108682, 100.4182458 38.57101603, 100.41820559 38.57097839, 100.41816894 38.57096691, 100.41812955 38.57097097, 100.41811183 38.57091875, 100.41807479 38.57081076, 100.4180319 38.57071356, 100.41797404 38.57070473, 100.41794218 38.57065912, 100.41791926 38.57060506, 100.41786857 38.57057492, 100.41784337 38.57054377, 100.41780792 38.57050058, 100.41777639 38.57048145, 100.41774891 38.5704732, 100.41769201 38.57045101, 100.41757071 38.57042041, 100.41753908 38.57038394, 100.4174991 38.57032722, 100.41740678 38.57029248, 100.41737599 38.57027021, 100.41732784 38.57021478, 100.41727529 38.57016656, 100.41721377 38.5701256, 100.41717426 38.57012369, 100.41710915 38.57013163, 100.41699608 38.57017114, 100.41691535 38.57023408, 100.41686999 38.57032043, 100.41691683 38.57038659, 100.41702759 38.57046152, 100.41711669 38.57051526, 100.41718667 38.57049498, 100.41727748 38.57041952, 100.41733441 38.57035019, 100.41738419 38.57031049, 100.41736865 38.57034215, 100.41731816 38.57039877, 100.41727345 38.57044102, 100.41722881 38.57048684, 100.41718252 38.57052554, 100.41713772 38.57056302, 100.41716259 38.57062874, 100.41720006 38.57068167, 100.41726143 38.57071525, 100.41726815 38.57078157, 100.41730183 38.57082692, 100.41738905 38.57090881, 100.41743951 38.57097398, 100.41745887 38.57103237, 100.41748686 38.57106635, 100.4175441 38.5711057, 100.41756263 38.57111198, 100.41756907 38.57117117, 100.41760104 38.57122227, 100.41769019 38.57130985, 100.41773886 38.57137647, 100.41778927 38.57143877, 100.41781883 38.57145987, 100.41787161 38.5714578, 100.41785046 38.5714938, 100.41787442 38.57150781, 100.41791932 38.57147581, 100.41794969 38.57144541, 100.41796037 38.57143241, 100.41800298 38.57137613, 100.41803452 38.57131282, 100.41808497 38.57125578, 100.41810092 38.57128729, 100.41815994 38.5713997, 100.41822697 38.57156619, 100.41831136 38.57168958, 100.41832593 38.5716894, 100.41844114 38.57156594, 100.41843111 38.57155365, 100.41840367 38.5715168, 100.41838344 38.57147605, 100.4183805 38.57145035, 100.41835099 38.57136968, 100.41831746 38.57133195, 100.41825681 38.57127358))",123
"Polygon ((100.42003986 38.57152565, 100.41991086 38.57145, 100.41989185 38.57150171, 100.41997503 38.57156362, 100.42004329 38.57160712, 100.42012045 38.5716405, 100.42023955 38.57167624, 100.42025216 38.57166893, 100.42025 38.5716518, 100.42018144 38.57159257, 100.42012604 38.57155464, 100.42007491 38.57154811, 100.42003986 38.57152565))",124
"Polygon ((100.42316556 38.5713186, 100.42316515 38.57120564, 100.42315721 38.57118559, 100.42313639 38.57113306, 100.42311714 38.57108038, 100.42307822 38.57104653, 100.42303162 38.57099276, 100.42295011 38.57092368, 100.42292417 38.57090112, 100.42284925 38.57088916, 100.42282793 38.57091659, 100.42276846 38.57094877, 100.42270133 38.57096246, 100.42269806 38.57098109, 100.42271432 38.57102045, 100.42277449 38.57106977, 100.42287315 38.57122349, 100.42285488 38.57123411, 100.42278194 38.57113999, 100.42274932 38.57110225, 100.42267355 38.57103167, 100.42268773 38.57102289, 100.42262532 38.57095227, 100.42259609 38.57091888, 100.42255939 38.57087695, 100.42246351 38.57081806, 100.42244567 38.57083687, 100.42243589 38.57108008, 100.42243927 38.5710989, 100.42241814 38.57111495, 100.42241177 38.5711615, 100.4224088 38.57118328, 100.4224152 38.57120515, 100.42242369 38.57120035, 100.42241709 38.5713277, 100.4224142 38.57145786, 100.42241889 38.57147437, 100.42242594 38.57149919, 100.42245382 38.57152745, 100.42247019 38.5715424, 100.42250019 38.57156979, 100.42254096 38.57160504, 100.42260344 38.57163288, 100.42267108 38.57164493, 100.42275151 38.57165968, 100.42278939 38.57164063, 100.42287747 38.57158093, 100.42301716 38.57155206, 100.42315735 38.57152043, 100.4231546 38.57150177, 100.42314742 38.57141463, 100.42316669 38.57137579, 100.42316556 38.5713186))",125
"Polygon ((100.4212356 38.57169358, 100.4212902 38.57161427, 100.42127621 38.57159775, 100.42123449 38.57156013, 100.42114081 38.57150526, 100.42109206 38.57149632, 100.42102828 38.57149471, 100.42099381 38.57144031, 100.42096371 38.57137632, 100.42090552 38.57127336, 100.42087456 38.57124275, 100.42079725 38.571171, 100.42075896 38.57115359, 100.42072323 38.57120164, 100.42084526 38.5713086, 100.42086914 38.57136551, 100.42084132 38.57141709, 100.42073877 38.57152797, 100.42064426 38.57158512, 100.42070098 38.57161303, 100.42089514 38.57168337, 100.42101512 38.57168668, 100.42107123 38.57168361, 100.42110037 38.57169875, 100.42120394 38.57170469, 100.4212356 38.57169358))",126
"Polygon ((100.40754794 38.57145226, 100.40752596 38.57143176, 100.40736868 38.57153789, 100.40719831 38.57164385, 100.4069277 38.57183532, 100.40695151 38.57187889, 100.40701061 38.57196823, 100.40721793 38.57184, 100.40731914 38.57177492, 100.40733426 38.5717652, 100.40748768 38.57166272, 100.40749744 38.57165633, 100.40764356 38.57156074, 100.40758753 38.57148992, 100.40754794 38.57145226))",127
"Polygon ((100.42660104 38.57128046, 100.42654722 38.57127649, 100.42650706 38.5713257, 100.4264758 38.57135706, 100.42636668 38.57141878, 100.42640628 38.57144109, 100.42649963 38.5714552, 100.42654014 38.57146596, 100.42660811 38.57147211, 100.42666487 38.57147631, 100.42674947 38.57153248, 100.42677292 38.57156146, 100.42676118 38.57157976, 100.42676713 38.57163498, 100.42680444 38.57167933, 100.4269077 38.5717429, 100.42698436 38.57175055, 100.42707067 38.57175521, 100.42712912 38.57170207, 100.42715119 38.57165127, 100.42714713 38.57163035, 100.42712353 38.57160394, 100.42706997 38.57159697, 100.42703102 38.57159268, 100.42699517 38.5715607, 100.42695672 38.57152018, 100.42695242 38.57150874, 100.42694135 38.57147937, 100.42680711 38.57138472, 100.4267399 38.57136361, 100.42664866 38.57130855, 100.42664621 38.57130711, 100.42660104 38.57128046))",128
"Polygon ((100.42318378 38.5715958, 100.42316891 38.57156252, 100.42309037 38.57156976, 100.4230252 38.57159058, 100.42295819 38.57160998, 100.42289089 38.57161509, 100.42284055 38.57164859, 100.42294129 38.57176891, 100.42299816 38.57178967, 100.42310665 38.57184126, 100.42312638 38.57182529, 100.42316206 38.57178768, 100.4231787 38.57175396, 100.42318834 38.57173445, 100.42319455 38.57168004, 100.42318378 38.5715958))",129
"Polygon ((100.40834389 38.57197008, 100.40819994 38.571814, 100.40800473 38.5719242, 100.40804093 38.57196842, 100.40810814 38.57201949, 100.40814915 38.57202079, 100.40817977 38.57203412, 100.40820376 38.57205767, 100.40834389 38.57197008))",130
"Polygon ((100.41783062 38.57155988, 100.41778837 38.57151082, 100.41773599 38.57144091, 100.41768389 38.57135997, 100.41763926 38.57131332, 100.41761844 38.57127353, 100.41754243 38.57120582, 100.41751214 38.57114755, 100.41749328 38.57111489, 100.41745832 38.57109673, 100.41743464 38.57109701, 100.41741755 38.57106147, 100.41740766 38.57102155, 100.41736675 38.57097915, 100.41730298 38.57088554, 100.41725468 38.5708375, 100.4172114 38.57082096, 100.41722028 38.5707789, 100.41714292 38.57067307, 100.41710582 38.5706392, 100.41708052 38.57063927, 100.41708318 38.57062017, 100.41706252 38.57053975, 100.41699014 38.570487, 100.41692407 38.57044609, 100.41687112 38.57045507, 100.4167878 38.57054069, 100.41672656 38.57059148, 100.41669495 38.57063798, 100.41667134 38.57067282, 100.41667956 38.5707049, 100.41672574 38.5707377, 100.41678771 38.5708013, 100.41683356 38.57081743, 100.41687247 38.57087654, 100.41679272 38.57089657, 100.41679788 38.57091176, 100.41678648 38.57095003, 100.41682862 38.57099338, 100.4168931 38.57106124, 100.41696681 38.5711042, 100.41695275 38.57114377, 100.41699918 38.5711838, 100.41709528 38.57125413, 100.41712137 38.57128385, 100.41716939 38.57131758, 100.417215 38.57132132, 100.41720839 38.57135572, 100.41723451 38.57138687, 100.41729589 38.5714519, 100.41735072 38.57146125, 100.4173259 38.57149587, 100.41735031 38.57153275, 100.41728828 38.57152778, 100.41728228 38.57150069, 100.41727077 38.5714708, 100.41723364 38.57143549, 100.41717295 38.5714062, 100.41716701 38.57138196, 100.41713684 38.57132942, 100.41706466 38.57127166, 100.416974 38.57119983, 100.41693917 38.57118881, 100.41694653 38.57116128, 100.41691293 38.57112022, 100.41687965 38.57109489, 100.41684989 38.57106379, 100.41681072 38.57101707, 100.4167664 38.57098615, 100.41673715 38.57098078, 100.41674497 38.57100786, 100.41673228 38.57110382, 100.41669877 38.57115999, 100.41663498 38.57125086, 100.41659092 38.57132575, 100.41661364 38.5713698, 100.41668962 38.57143609, 100.41664552 38.57141661, 100.41659375 38.5713772, 100.41654012 38.57133637, 100.41646833 38.57130326, 100.41649802 38.5712767, 100.4165541 38.57127245, 100.41661116 38.57124078, 100.41666714 38.5711543, 100.41669046 38.57110516, 100.41670759 38.57105014, 100.41669652 38.57095017, 100.41671536 38.57090466, 100.41670159 38.57086014, 100.41671727 38.57084744, 100.416701 38.57079163, 100.41661716 38.57069612, 100.41659675 38.5706618, 100.41661307 38.57064254, 100.41671554 38.57057136, 100.41673142 38.57052946, 100.41672128 38.57039969, 100.41671094 38.57038406, 100.41670563 38.57037604, 100.41665964 38.57027531, 100.41658329 38.57017494, 100.41646466 38.57024073, 100.41629828 38.57034761, 100.41615792 38.57046609, 100.41608492 38.5705648, 100.41606801 38.57063079, 100.41607798 38.570675, 100.41610928 38.57069178, 100.41617063 38.57075538, 100.41621686 38.57079057, 100.41621538 38.57080775, 100.41619164 38.5708132, 100.41616279 38.57081983, 100.41610628 38.57081765, 100.41606647 38.570831, 100.41602338 38.57086298, 100.41604462 38.57092422, 100.41608682 38.57093944, 100.41611708 38.57095827, 100.41614767 38.57097731, 100.41613449 38.57104802, 100.41615366 38.57109664, 100.4162014 38.57113181, 100.41625522 38.57116691, 100.41626965 38.57120606, 100.41628275 38.57125476, 100.41631667 38.57128176, 100.41640084 38.57131649, 100.4164286 38.5713388, 100.41646965 38.57141933, 100.41650911 38.57149631, 100.41653984 38.57151501, 100.41658908 38.57154897, 100.41661401 38.57158203, 100.41668182 38.57163365, 100.41680712 38.57167622, 100.41687875 38.57169084, 100.41695704 38.57173518, 100.41698123 38.57175218, 100.41701707 38.57177735, 100.41711097 38.57184414, 100.41714707 38.57190448, 100.41718595 38.57195167, 100.41725544 38.57198864, 100.41731915 38.57198644, 100.41737826 38.57193567, 100.4175168 38.57184819, 100.41757802 38.5718117, 100.41761004 38.5717727, 100.41765488 38.57176221, 100.41776694 38.57165599, 100.41783062 38.57155988))",131
"Polygon ((100.40776265 38.57170434, 100.40766939 38.57158742, 100.40750521 38.57168268, 100.4073909 38.57175857, 100.40732766 38.57180055, 100.40715516 38.57192179, 100.40703419 38.57199692, 100.40715309 38.57212601, 100.40728357 38.57205245, 100.40730202 38.57204205, 100.40750934 38.57190037, 100.40764247 38.57181157, 100.40774082 38.57175849, 100.4077732 38.5717427, 100.40777293 38.57172859, 100.40776265 38.57170434))",132
"Polygon ((100.40775506 38.57179869, 100.40772346 38.57179716, 100.4076707 38.57183116, 100.40742375 38.57199483, 100.40756879 38.57214657, 100.40761928 38.57212022, 100.40786946 38.57193554, 100.40777819 38.57180127, 100.40775506 38.57179869))",133
"Polygon ((100.41510654 38.57146602, 100.41505397 38.57138139, 100.41498733 38.57142009, 100.4147967 38.57154466, 100.41463878 38.57166597, 100.41453127 38.57180312, 100.41446781 38.57191114, 100.41436744 38.57208752, 100.41440291 38.57210294, 100.41443634 38.57210492, 100.41458626 38.57193508, 100.41473114 38.5717684, 100.41486937 38.57163422, 100.41494937 38.57156461, 100.41507044 38.57148402, 100.41510654 38.57146602))",134
"Polygon ((100.42113526 38.57176272, 100.42105984 38.57175406, 100.42088599 38.57175975, 100.42084559 38.57174308, 100.42074817 38.5716985, 100.42065822 38.57166313, 100.42058527 38.57165829, 100.4204793 38.57159594, 100.42041677 38.57155929, 100.42040389 38.57158216, 100.42039584 38.57160514, 100.42051051 38.57169336, 100.42052654 38.57170473, 100.42071126 38.57183583, 100.42071951 38.57184177, 100.42084676 38.57193333, 100.42088312 38.57195173, 100.42093507 38.57197802, 100.42107466 38.57203638, 100.42115626 38.57204874, 100.42119733 38.57202981, 100.42125811 38.57197116, 100.42129023 38.5719241, 100.42127004 38.57190051, 100.4212359 38.57186279, 100.42120039 38.57183224, 100.42116622 38.57179333, 100.42113526 38.57176272))",135
"Polygon ((100.42587461 38.57181184, 100.42590987 38.57175278, 100.4260019 38.57170876, 100.4260855 38.57169916, 100.42598337 38.57178477, 100.42597318 38.57182207, 100.42603735 38.57193569, 100.42608764 38.57189933, 100.42611865 38.57190181, 100.42613723 38.57192018, 100.42616677 38.57193983, 100.42623821 38.57196042, 100.42629131 38.57197407, 100.42632546 38.57195077, 100.42637235 38.57192732, 100.42642687 38.57192094, 100.42650324 38.57191428, 100.42658477 38.57189184, 100.42662034 38.57184851, 100.42661443 38.5718257, 100.42658475 38.57179889, 100.42654609 38.57177791, 100.42649271 38.57174997, 100.42644314 38.57173055, 100.4263921 38.57172831, 100.42629267 38.5717667, 100.4263085 38.57173791, 100.42633485 38.57168897, 100.42640214 38.57164874, 100.42649348 38.57169705, 100.42656729 38.57174476, 100.42668887 38.57181335, 100.42673874 38.57184849, 100.42677539 38.57185949, 100.42679326 38.57184211, 100.4268063 38.57176473, 100.42653048 38.57163368, 100.42648294 38.57160045, 100.42643998 38.57157043, 100.42626132 38.57147108, 100.426218 38.57145769, 100.42619901 38.57145182, 100.4261459 38.57139901, 100.42612655 38.57137977, 100.42602514 38.57131809, 100.42595583 38.57131321, 100.42596158 38.57132744, 100.42597806 38.571378, 100.4259166 38.57144811, 100.42587926 38.57149432, 100.425864 38.57155171, 100.4258127 38.5715366, 100.42579922 38.57149959, 100.42571007 38.57150496, 100.42567111 38.57156121, 100.42567734 38.57159974, 100.42557781 38.57154089, 100.42572987 38.57144903, 100.42589468 38.57133977, 100.42589583 38.57124442, 100.42583306 38.57114032, 100.42574111 38.57109616, 100.4256289 38.57110229, 100.42557921 38.5710457, 100.42536842 38.57097915, 100.42520102 38.57095736, 100.42504543 38.57091873, 100.42481671 38.5708667, 100.42467682 38.57085411, 100.42446083 38.57083171, 100.42492933 38.57149631, 100.42527221 38.57156178, 100.42526042 38.57161054, 100.42529433 38.57166733, 100.42530562 38.57168578, 100.42538153 38.57174777, 100.42542561 38.57176583, 100.42545364 38.57170972, 100.42549306 38.57167635, 100.42551743 38.5717118, 100.42558295 38.57180109, 100.42563611 38.5718176, 100.42568155 38.57181276, 100.42566399 38.57184586, 100.425723 38.57188232, 100.42584755 38.5720095, 100.42589749 38.57204751, 100.42596974 38.5720166, 100.42599461 38.57198483, 100.42600468 38.57197326, 100.42585719 38.57185209, 100.42587461 38.57181184))",136
"Polygon ((100.40755979 38.57216695, 100.40740464 38.57201126, 100.40717447 38.57214896, 100.40728946 38.57227046, 100.40732883 38.57231851, 100.40755979 38.57216695))",137
"Polygon ((100.4135847 38.57221093, 100.4138843 38.57213104, 100.41401866 38.57204743, 100.41401072 38.5720175, 100.41394396 38.57203412, 100.41391877 38.57204967, 100.41382728 38.57209082, 100.41375105 38.57210509, 100.41350184 38.5721529, 100.41334091 38.57218249, 100.41329888 38.57214487, 100.41327818 38.57210825, 100.41331556 38.57212846, 100.41334158 38.57215484, 100.4133732 38.57215732, 100.41343108 38.5721366, 100.41349257 38.57211393, 100.41350867 38.57212994, 100.4136575 38.5721024, 100.41378811 38.57207509, 100.41387971 38.57203966, 100.41400555 38.57199802, 100.41425397 38.57178528, 100.41430492 38.57165883, 100.41433098 38.57157674, 100.41434381 38.57153633, 100.41418598 38.57133094, 100.41417095 38.5713127, 100.41404417 38.57115891, 100.41397029 38.57107311, 100.41386989 38.57095652, 100.41378438 38.57085886, 100.41367003 38.57094491, 100.41329363 38.57122025, 100.41327808 38.57120705, 100.41352331 38.57101818, 100.41376317 38.57083464, 100.41374785 38.57081714, 100.41361946 38.57066064, 100.41360323 38.57064086, 100.41349544 38.57053134, 100.41338055 38.57060344, 100.41328372 38.57066421, 100.41324802 38.57068662, 100.41314771 38.57072644, 100.41311213 38.57077169, 100.4130411 38.57086202, 100.41298173 38.57089507, 100.41303037 38.57083633, 100.41307109 38.57074527, 100.4131116 38.57068666, 100.41309186 38.57066491, 100.41302476 38.57068002, 100.41288249 38.5708562, 100.41278856 38.57094313, 100.41277098 38.57097552, 100.41277328 38.5709998, 100.41279435 38.57100598, 100.41280212 38.57104934, 100.41281173 38.57110301, 100.41282119 38.57116724, 100.41284626 38.57123844, 100.41289769 38.57125998, 100.41289682 38.57127652, 100.4128957 38.5712979, 100.41283204 38.57134944, 100.41282862 38.57136092, 100.41283094 38.57143239, 100.4128555 38.57147785, 100.41288099 38.57147683, 100.41285108 38.57153082, 100.41287077 38.57165284, 100.41289222 38.5717248, 100.41292259 38.57174088, 100.41293986 38.57173924, 100.41293755 38.57175151, 100.41293244 38.57177865, 100.41296547 38.57188407, 100.41299255 38.57196454, 100.41300136 38.57199589, 100.41300742 38.57203869, 100.41302038 38.57213008, 100.41304754 38.57221484, 100.41309871 38.57226999, 100.41319732 38.57232886, 100.4132112 38.57234013, 100.4132473 38.57234465, 100.4135847 38.57221093))",138
"Polygon ((100.41658794 38.57200664, 100.41661203 38.57187289, 100.41667017 38.57190096, 100.41675548 38.57188563, 100.41679291 38.5718437, 100.41668572 38.57176492, 100.41661948 38.5717314, 100.41654728 38.57176517, 100.41654771 38.57178661, 100.41658659 38.57181903, 100.4165868 38.57185604, 100.41651452 38.57180776, 100.41650129 38.57179891, 100.41643909 38.5717234, 100.41637595 38.57160023, 100.41634547 38.5715502, 100.41631196 38.57149519, 100.41613968 38.57131805, 100.41585295 38.57106317, 100.41580324 38.57105977, 100.41575104 38.57110366, 100.41572417 38.57112686, 100.41557884 38.57127824, 100.41530754 38.57145119, 100.41532087 38.57147393, 100.41546414 38.5716581, 100.41560645 38.57179365, 100.41561462 38.57180102, 100.41577952 38.57194981, 100.41584863 38.57201228, 100.41594395 38.57209845, 100.41616277 38.572296, 100.41619874 38.57231568, 100.41631234 38.57225711, 100.41636979 38.57221482, 100.41639135 38.57219895, 100.41650826 38.57212317, 100.41658794 38.57200664))",139
